test_id,group_id,group_name,group_type,smiles,formula,inchi,python_success,python_groups,python_n_groups,python_error
312,9,Specificity test for group 9,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-1(7,2(8,9)10)3(11,12)20-4(13,14)5(15,16)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
313,7,Specificity test for group 7,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-1(7,2(8,9)10)3(11,12)20-4(13,14)5(15,16)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
314,10,Specificity test for group 10,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-1(7,2(8,9)10)3(11,12)20-4(13,14)5(15,16)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
315,31,Specificity test for group 31,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-1(7,2(8,9)10)3(11,12)20-4(13,14)5(15,16)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
316,36,Specificity test for group 36,Specificity,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-1(7,2(8,9)10)3(11,12)20-4(13,14)5(15,16)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36, 48]",7,
317,9,Specificity test for group 9,Specificity,O=S(=O)(O)C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H3F11O4S,"InChI=1S/C5HF11O4S/c6-2(7,8)1(3(9,10)11,20-5(14,15)16)4(12,13)21(17,18)19/h(H,17,18,19)",True,"[6, 7, 9, 10, 31, 36]",6,
318,37,Specificity test for group 37,Specificity,OSC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C5HF11OS,"InChI=1S/C5HF11OS/c6-1(3(9,10)11,4(12,13)14)2(7,8)5(15,16)18-17/h17H",True,"[37, 48]",2,
319,37,Specificity test for group 37,Specificity,OSC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11OS,"InChI=1S/C5HF11OS/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)18-17/h17H",True,"[37, 48]",2,
320,37,Specificity test for group 37,Specificity,OSC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11OS,"InChI=1S/C5HF11OS/c6-1(7,2(8,9)4(12,13)14)3(10,11)5(15,16)18-17/h17H",True,"[37, 48]",2,
321,37,Specificity test for group 37,Specificity,OSC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5HF11OS,"InChI=1S/C5HF11OS/c6-2(7,8)1(3(9,10)11,4(12,13)14)5(15,16)18-17/h17H",True,[37],1,
322,47,Specificity test for group 47,Specificity,FC(F)(F)C(F)(F)NC(F)(C(F)(F)F)C(F)(F)F,C5H3F12N,"InChI=1S/C5HF12N/c6-1(2(7,8)9,3(10,11)12)18-5(16,17)4(13,14)15/h18H",True,"[23, 47, 48]",3,
323,47,Specificity test for group 47,Specificity,FC(F)(F)C(F)(F)NC(F)(F)C(F)(F)C(F)(F)F,C5H3F12N,"InChI=1S/C5HF12N/c6-1(7,2(8,9)10)4(14,15)18-5(16,17)3(11,12)13/h18H",True,"[23, 47, 48]",3,
324,47,Specificity test for group 47,Specificity,FC(F)(F)C(F)(F)NC(F)(F)C(F)(F)C(F)(F)F,C5H3F12N,"InChI=1S/C5HF12N/c6-1(7,2(8,9)10)4(14,15)18-5(16,17)3(11,12)13/h18H",True,"[23, 47, 48]",3,
325,47,Specificity test for group 47,Specificity,FC(F)(F)NC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H3F12N,"InChI=1S/C5HF12N/c6-2(7,8)1(3(9,10)11,4(12,13)14)18-5(15,16)17/h18H",True,"[23, 47]",2,
326,1,Specificity test for group 1,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2,"InChI=1S/C5HF9O2/c6-2(1(15)16,4(9,10)11)3(7,8)5(12,13)14/h(H,15,16)",True,"[1, 2, 33, 48]",4,
327,33,Specificity test for group 33,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2,"InChI=1S/C5HF9O2/c6-2(1(15)16,4(9,10)11)3(7,8)5(12,13)14/h(H,15,16)",True,"[1, 2, 33, 48]",4,
328,2,Specificity test for group 2,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2,"InChI=1S/C5HF9O2/c6-2(1(15)16,4(9,10)11)3(7,8)5(12,13)14/h(H,15,16)",True,"[1, 2, 33, 48]",4,
329,33,Specificity test for group 33,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5HF9O2,"InChI=1S/C5HF9O2/c6-2(1(15)16,4(9,10)11)3(7,8)5(12,13)14/h(H,15,16)",True,"[1, 2, 33, 48]",4,
330,4,Specificity test for group 4,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3,"InChI=1S/C5HF9O3/c6-2(1(15)16,3(7,8)9)4(10,11)17-5(12,13)14/h(H,15,16)",True,"[1, 2, 31, 33, 48]",5,
331,2,Specificity test for group 2,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3,"InChI=1S/C5HF9O3/c6-2(1(15)16,3(7,8)9)4(10,11)17-5(12,13)14/h(H,15,16)",True,"[1, 2, 31, 33, 48]",5,
332,5,Specificity test for group 5,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3,"InChI=1S/C5HF9O3/c6-2(1(15)16,3(7,8)9)4(10,11)17-5(12,13)14/h(H,15,16)",True,"[1, 2, 31, 33, 48]",5,
333,31,Specificity test for group 31,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3,"InChI=1S/C5HF9O3/c6-2(1(15)16,3(7,8)9)4(10,11)17-5(12,13)14/h(H,15,16)",True,"[1, 2, 31, 33, 48]",5,
334,33,Specificity test for group 33,Specificity,O=C(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C5H3F9O3,"InChI=1S/C5HF9O3/c6-2(1(15)16,3(7,8)9)4(10,11)17-5(12,13)14/h(H,15,16)",True,"[1, 2, 31, 33, 48]",5,
335,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6ClF11O,"InChI=1S/C6ClF11O/c7-1(19)2(8,9)3(10,11)4(12,13)5(14,15)6(16,17)18",True,"[35, 48]",2,
336,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6ClF11O,"InChI=1S/C6ClF11O/c7-1(19)2(8,9)3(10,11)4(12,13)5(14,15)6(16,17)18",True,"[35, 48]",2,
337,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6ClF11O,"InChI=1S/C6ClF11O/c7-1(19)2(8,9)3(4(10,11)12,5(13,14)15)6(16,17)18",True,[35],1,
338,35,Specificity test for group 35,Specificity,O=C(Cl)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C6ClF11O,"InChI=1S/C6ClF11O/c7-1(19)2(8,9)4(11,12)3(10,5(13,14)15)6(16,17)18",True,"[35, 48]",2,
339,50,Specificity test for group 50,Specificity,FC(F)(F)C#CC(F)(F)C(F)(F)C(F)(F)F,C6H2F10,"InChI=1S/C6F10/c7-3(8,1-2-4(9,10)11)5(12,13)6(14,15)16",True,"[48, 50]",2,
340,50,Specificity test for group 50,Specificity,FC(F)(F)C#CC(F)(F)C(F)(F)C(F)(F)F,C6H2F10,"InChI=1S/C6F10/c7-3(8,1-2-4(9,10)11)5(12,13)6(14,15)16",True,"[48, 50]",2,
341,18,Specificity test for group 18,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12,"InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
342,41,Specificity test for group 41,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12,"InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
343,49,Specificity test for group 49,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12,"InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
344,41,Specificity test for group 41,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12,"InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
345,49,Specificity test for group 49,Specificity,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F12,"InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18",True,"[18, 19, 41, 48, 49]",5,
346,27,Specificity test for group 27,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-2(4(10,11)12,5(13,14)15)1(19)3(8,9)6(16,17)18",True,"[27, 28, 30, 48]",4,
347,30,Specificity test for group 30,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-2(4(10,11)12,5(13,14)15)1(19)3(8,9)6(16,17)18",True,"[27, 28, 30, 48]",4,
348,27,Specificity test for group 27,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-2(8,4(11,12)6(16,17)18)1(19)3(9,10)5(13,14)15",True,"[27, 28, 30, 48]",4,
349,30,Specificity test for group 30,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-2(8,4(11,12)6(16,17)18)1(19)3(9,10)5(13,14)15",True,"[27, 28, 30, 48]",4,
350,28,Specificity test for group 28,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-2(8,4(11,12)6(16,17)18)1(19)3(9,10)5(13,14)15",True,"[27, 28, 30, 48]",4,
351,30,Specificity test for group 30,Specificity,O=C(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-2(8,4(11,12)6(16,17)18)1(19)3(9,10)5(13,14)15",True,"[27, 28, 30, 48]",4,
352,27,Specificity test for group 27,Specificity,O=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-3(8,9)1(19)2(4(10,11)12,5(13,14)15)6(16,17)18",True,"[27, 28, 30]",3,
353,30,Specificity test for group 30,Specificity,O=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F12O,"InChI=1S/C6F12O/c7-3(8,9)1(19)2(4(10,11)12,5(13,14)15)6(16,17)18",True,"[27, 28, 30]",3,
354,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(F)(I)C(F)(C(F)(F)F)C(F)(F)F,C6H2F13I,"InChI=1S/C6F13I/c7-1(4(11,12)13,5(14,15)16)3(10,20)2(8,9)6(17,18)19",True,"[21, 25, 42, 48]",4,
355,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)C(F)(F)F,C6H2F13I,"InChI=1S/C6F13I/c7-1(8,2(9,10)5(14,15)16)4(13,20)3(11,12)6(17,18)19",True,"[21, 25, 42, 48]",4,
356,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)C(F)(F)F,C6H2F13I,"InChI=1S/C6F13I/c7-1(8,2(9,10)5(14,15)16)4(13,20)3(11,12)6(17,18)19",True,"[21, 25, 42, 48]",4,
357,25,Specificity test for group 25,Specificity,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C6F13I,"InChI=1S/C6F13I/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,20)6(17,18)19",True,"[21, 25, 42, 48]",4,
358,42,Specificity test for group 42,Specificity,FC(F)(F)C(F)(I)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F13I,"InChI=1S/C6F13I/c7-2(20,6(17,18)19)1(3(8,9)10,4(11,12)13)5(14,15)16",True,"[21, 25, 42]",3,
359,25,Specificity test for group 25,Specificity,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)I,C6F13I,"InChI=1S/C6F13I/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)20",True,"[21, 25, 42, 48]",4,
360,31,Specificity test for group 31,Specificity,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F14O,"InChI=1S/C6F14O/c7-1(8,3(11,12)13)2(9,10)5(17,18)21-6(19,20)4(14,15)16",True,"[17, 23, 31, 48]",4,
361,31,Specificity test for group 31,Specificity,FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F14O,"InChI=1S/C6F14O/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)21-6(18,19)20",True,"[17, 23, 31, 48]",4,
362,16,Specificity test for group 16,Specificity,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C6H4F14O2,"InChI=1S/C6F14O2/c7-1(8,9)3(13,14)21-5(17,18)6(19,20)22-4(15,16)2(10,11)12",True,"[16, 17, 23, 31, 48]",5,
363,16,Specificity test for group 16,Specificity,FC(F)(F)OC(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H4F14O2,"InChI=1S/C6F14O2/c7-2(8,9)1(3(10,11)12,21-5(15,16)17)4(13,14)22-6(18,19)20",True,"[16, 17, 23, 31]",4,
364,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6F14O2S,"InChI=1S/C6F14O2S/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,6(17,18)19)23(20,21)22",True,"[23, 26, 48]",3,
365,26,Specificity test for group 26,Specificity,O=S(=O)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6F14O2S,"InChI=1S/C6F14O2S/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)23(20,21)22",True,"[23, 26, 48]",3,
366,2,Specificity test for group 2,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H2F10O2,"InChI=1S/C6H2F10O2/c7-1(8)3(5(11,12)13,6(14,15)16)4(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 33]",2,
367,33,Specificity test for group 33,Specificity,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H2F10O2,"InChI=1S/C6H2F10O2/c7-1(8)3(5(11,12)13,6(14,15)16)4(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 33]",2,
368,2,Specificity test for group 2,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(=O)O,C6H2F10O2,"InChI=1S/C6H2F10O2/c7-1(8)3(9,6(14,15)16)5(12,13)4(10,11)2(17)18/h1H,(H,17,18)",True,"[2, 33, 48]",3,
369,33,Specificity test for group 33,Specificity,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(=O)O,C6H2F10O2,"InChI=1S/C6H2F10O2/c7-1(8)3(9,6(14,15)16)5(12,13)4(10,11)2(17)18/h1H,(H,17,18)",True,"[2, 33, 48]",3,
370,32,Specificity test for group 32,Specificity,O=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F10O2,"InChI=1S/C6H2F10O2/c7-3(8,9)1-18-2(17)4(10,11)5(12,13)6(14,15)16/h1H2",True,"[32, 48]",2,
371,32,Specificity test for group 32,Specificity,O=C(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F10O2,"InChI=1S/C6H2F10O2/c7-3(8,9)1-18-2(17)4(10,11)5(12,13)6(14,15)16/h1H2",True,"[32, 48]",2,
372,2,Specificity test for group 2,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)3(5(11,12)13,19-6(14,15)16)4(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33]",3,
373,5,Specificity test for group 5,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)3(5(11,12)13,19-6(14,15)16)4(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33]",3,
374,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)3(5(11,12)13,19-6(14,15)16)4(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33]",3,
375,33,Specificity test for group 33,Specificity,[H]C(F)(F)C(OC(F)(F)F)(C(F)(F)F)C(F)(F)C(=O)O,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)3(5(11,12)13,19-6(14,15)16)4(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33]",3,
376,2,Specificity test for group 2,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)4(11,5(12,13)14)19-6(15,16)3(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33, 48]",4,
377,5,Specificity test for group 5,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)4(11,5(12,13)14)19-6(15,16)3(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33, 48]",4,
378,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)4(11,5(12,13)14)19-6(15,16)3(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33, 48]",4,
379,33,Specificity test for group 33,Specificity,[H]C(F)(F)C(F)(OC(F)(F)C(F)(F)C(=O)O)C(F)(F)F,C6H4F10O3,"InChI=1S/C6H2F10O3/c7-1(8)4(11,5(12,13)14)19-6(15,16)3(9,10)2(17)18/h1H,(H,17,18)",True,"[2, 31, 33, 48]",4,
380,34,Specificity test for group 34,Specificity,[H]C(F)(F)C(NC(=O)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H4F11NO,"InChI=1S/C6H2F11NO/c7-1(8)3(5(12,13)14,6(15,16)17)18-2(19)4(9,10)11/h1H,(H,18,19)",True,[34],1,
381,34,Specificity test for group 34,Specificity,[H]C(F)(F)C(F)(NC(=O)C(F)(F)C(F)(F)F)C(F)(F)F,C6H4F11NO,"InChI=1S/C6H2F11NO/c7-1(8)4(11,6(15,16)17)18-2(19)3(9,10)5(12,13)14/h1H,(H,18,19)",True,"[34, 48]",2,
382,14,Specificity test for group 14,Specificity,OC(F)(F)C(C(O)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F12O2,"InChI=1S/C6H2F12O2/c7-2(8,4(12,13)14)1(3(9,10)11,5(15,16)19)6(17,18)20/h19-20H",True,"[14, 29, 48]",3,
383,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)S(=O)(=O)O,C6H2F12O6S2,"InChI=1S/C6H2F12O6S2/c7-1(8,4(12,6(16,17)18)26(22,23)24)3(11,25(19,20)21)2(9,10)5(13,14)15/h(H,19,20,21)(H,22,23,24)",True,"[7, 8, 36, 48]",4,
384,8,Specificity test for group 8,Specificity,O=S(=O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)S(=O)(=O)O,C6H2F12O6S2,"InChI=1S/C6H2F12O6S2/c7-2(8,4(12,13)14)1(3(9,10)11,5(15,16)25(19,20)21)6(17,18)26(22,23)24/h(H,19,20,21)(H,22,23,24)",True,"[7, 8, 36, 48]",4,
385,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O2P,"InChI=1S/C6H2F13O2P/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,22(20)21)6(17,18)19/h22H,(H,20,21)",True,"[13, 40, 48]",3,
386,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O2P,"InChI=1S/C6H2F13O2P/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,22(20)21)6(17,18)19/h22H,(H,20,21)",True,"[13, 40, 48]",3,
387,13,Specificity test for group 13,Specificity,O=[PH](O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O2P,"InChI=1S/C6H2F13O2P/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)22(20)21/h22H,(H,20,21)",True,"[13, 40, 48]",3,
388,40,Specificity test for group 40,Specificity,O=[PH](O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O2P,"InChI=1S/C6H2F13O2P/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)22(20)21/h22H,(H,20,21)",True,"[13, 40, 48]",3,
389,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O3P,"InChI=1S/C6H2F13O3P/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,6(17,18)19)23(20,21)22/h(H2,20,21,22)",True,"[12, 39, 48]",3,
390,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O3P,"InChI=1S/C6H2F13O3P/c7-1(8,3(11,12)5(14,15)16)2(9,10)4(13,6(17,18)19)23(20,21)22/h(H2,20,21,22)",True,"[12, 39, 48]",3,
391,12,Specificity test for group 12,Specificity,O=P(O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O3P,"InChI=1S/C6H2F13O3P/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)23(20,21)22/h(H2,20,21,22)",True,"[12, 39, 48]",3,
392,39,Specificity test for group 39,Specificity,O=P(O)(O)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2F13O3P,"InChI=1S/C6H2F13O3P/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)6(18,19)23(20,21)22/h(H2,20,21,22)",True,"[12, 39, 48]",3,
393,43,Specificity test for group 43,Specificity,O=S(=O)(NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F14NO2S,"InChI=1S/C6H2F14NO2S/c7-1(8,3(11,12)13)2(9,10)5(17,18)21-24(22,23)6(19,20)4(14,15)16/h24H,(H,21,22,23)",True,"[23, 43, 47, 48]",4,
394,43,Specificity test for group 43,Specificity,O=S(=O)(NC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H3F14NO2S,"InChI=1S/C6H2F14NO2S/c7-2(8,5(15,16)17)1(3(9,10)11,4(12,13)14)21-24(22,23)6(18,19)20/h24H,(H,21,22,23)",True,"[23, 43, 47, 48]",4,
395,3,Specificity test for group 3,Specificity,O=C(O)C(F)(F)C(F)(C(=O)O)C(F)(F)C(F)(F)F,C6H2F8O4,"InChI=1S/C6H2F8O4/c7-3(1(15)16,4(8,9)2(17)18)5(10,11)6(12,13)14/h(H,15,16)(H,17,18)",True,"[33, 48]",2,
396,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)OC([H])(F)C(F)(F)F,C6H5F11O,"InChI=1S/C6H3F11O/c7-1(8)4(11,12)5(13,14)2(9)18-3(10)6(15,16)17/h1-3H",True,"[17, 31, 48]",3,
397,31,Specificity test for group 31,Specificity,[H]C([H])(F)OC(C([H])(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H5F11O,"InChI=1S/C6H3F11O/c7-1-18-3(2(8)9,5(12,13)14)4(10,11)6(15,16)17/h2H,1H2",True,"[17, 31, 48]",3,
398,29,Specificity test for group 29,Specificity,[H]C([H])(F)C(C(O)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F11O,"InChI=1S/C6H3F11O/c7-1-2(4(10,11)12,6(16,17)18)3(8,9)5(13,14)15/h18H,1H2",True,"[29, 48]",2,
399,17,Specificity test for group 17,Specificity,[H]C(F)(F)C(F)(F)OC(F)(F)C([H])(F)OC([H])(F)C(F)(F)F,C6H7F11O2,"InChI=1S/C6H3F11O2/c7-1(8)5(14,15)19-6(16,17)3(10)18-2(9)4(11,12)13/h1-3H",True,"[17, 31, 48]",3,
400,31,Specificity test for group 31,Specificity,[H]C(F)(F)C(F)(F)OC(F)(F)C([H])(F)OC([H])(F)C(F)(F)F,C6H7F11O2,"InChI=1S/C6H3F11O2/c7-1(8)5(14,15)19-6(16,17)3(10)18-2(9)4(11,12)13/h1-3H",True,"[17, 31, 48]",3,
401,17,Specificity test for group 17,Specificity,[H]C([H])(F)OC(C([H])(F)F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C6H7F11O2,"InChI=1S/C6H3F11O2/c7-1-18-3(2(8)9,4(10,11)12)5(13,14)19-6(15,16)17/h2H,1H2",True,"[17, 31]",2,
402,31,Specificity test for group 31,Specificity,[H]C([H])(F)OC(C([H])(F)F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C6H7F11O2,"InChI=1S/C6H3F11O2/c7-1-18-3(2(8)9,4(10,11)12)5(13,14)19-6(15,16)17/h2H,1H2",True,"[17, 31]",2,
