test_id,expected_group,expected_group_name,python_groups,python_group_names,html_groups,html_group_names,exact_match,python_success,missing_in_html,missing_in_html_names,extra_in_html,extra_in_html_names,smiles,formula
65,28,Specificity test for group 28,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(C(=O)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H4F20O
65,28,Specificity test for group 28,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[28, 30, 48]",28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(C(=O)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H4F20O
67,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)F,C11H2F20O2
67,2,Specificity test for group 2,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[2, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,[H]C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)F,C11H2F20O2
69,42,Specificity test for group 42,"[21, 42, 48]",21:Semi-fluorinated alkanes; 42:iodide; 48:alkane,"[21, 42, 48]",21:Semi-fluorinated alkanes; 42:iodide; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)C(F)(F)F)(C(F)(I)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H4F21I
70,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C11H3F11O2
70,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C11H3F11O2
70,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C11H3F11O2
70,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C11H3F11O2
70,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C11H3F11O2
75,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(C(=O)O)C(OC(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H5F19O3
75,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(C(=O)O)C(OC(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H5F19O3
75,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(C(=O)O)C(OC(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H5F19O3
75,2,Specificity test for group 2,"[2, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[2, 5, 31, 33, 48]",2:Polyfluoroalkyl carboxylic acid; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,[5],5:Polyfluoroalkylether carboxylic acid,[H]C(F)(C(=O)O)C(OC(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H5F19O3
79,34,Specificity test for group 34,"[34, 48]",34:amide; 48:alkane,"[34, 48]",34:amide; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(NC(=O)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C11H5F20NO
80,45,Specificity test for group 45,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(c1ccccn1)C(F)(F)F,C11H4F13N
81,45,Specificity test for group 45,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccccn1,C11H4F13N
82,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,C11H5F11
82,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,C11H5F11
82,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccccc1,C11H5F11
85,51,Specificity test for group 51,"[22, 51]",22:Side-chain fluorinated aromatics; 51:Side-chain aromatics,"[22, 51]",22:Side-chain fluorinated aromatics; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccccc1,C11H5F11
86,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccccc1,C11H5F11
87,22,Specificity test for group 22,"[22, 51]",22:Side-chain fluorinated aromatics; 51:Side-chain aromatics,"[22, 51]",22:Side-chain fluorinated aromatics; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccccc1,C11H6F10
87,22,Specificity test for group 22,"[22, 51]",22:Side-chain fluorinated aromatics; 51:Side-chain aromatics,"[22, 51]",22:Side-chain fluorinated aromatics; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccccc1,C11H6F10
89,22,Specificity test for group 22,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccccc1,C11H6F10
89,22,Specificity test for group 22,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccccc1,C11H6F10
91,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)c1ccccn1)C(F)(F)C(F)(F)F,C11H6F11N
91,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)c1ccccn1)C(F)(F)C(F)(F)F,C11H6F11N
91,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C(F)(F)F)(C(F)(F)c1ccccn1)C(F)(F)C(F)(F)F,C11H6F11N
94,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(c1ccccn1)C(F)(F)F,C11H6F11N
94,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(c1ccccn1)C(F)(F)F,C11H6F11N
94,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(F)C(F)(F)C([H])(F)C(F)(c1ccccn1)C(F)(F)F,C11H6F11N
97,1,Specificity test for group 1,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C11HF21O2
97,1,Specificity test for group 1,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,"[1, 2, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 33:carboxylic acid; 48:alkane,True,True,[],,[],,O=C(O)C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C11HF21O2
99,4,Specificity test for group 4,"[1, 2, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,"[1, 2, 4, 5, 31, 33, 48]",1:Perfluoroalkyl carboxylic acids; 2:Polyfluoroalkyl carboxylic acid; 4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid; 31:ether; 33:carboxylic acid; 48:alkane,False,True,[],,"[4, 5]",4:Perfluoroalkylether carboxylic acids; 5:Polyfluoroalkylether carboxylic acid,O=C(O)C(F)(F)C(OC(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C11H3F21O3
100,34,Specificity test for group 34,"[34, 48]",34:amide; 48:alkane,"[34, 48]",34:amide; 48:alkane,True,True,[],,[],,O=C(NC(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C11H3F22NO
101,50,Specificity test for group 50,"[48, 50]",48:alkane; 50:alkyne,"[48, 50]",48:alkane; 50:alkyne,True,True,[],,[],,FC(F)(F)C#CC(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C12H2F22
102,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C12H2F24
102,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C12H2F24
102,18,Specificity test for group 18,"[18, 41, 48, 49]",18:Perfluoroalkene; 41:ethene; 48:alkane; 49:alkene,"[18, 19, 41, 48, 49]",18:Perfluoroalkene; 19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,FC(=C(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C12H2F24
105,50,Specificity test for group 50,"[48, 50]",48:alkane; 50:alkyne,"[48, 50]",48:alkane; 50:alkyne,True,True,[],,[],,[H]C(F)(F)C(C#CC(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C12H4F20
106,3,Specificity test for group 3,"[33, 48]",33:carboxylic acid; 48:alkane,"[3, 33, 48]",3:Perfluoroalkyl dicarboxylic acids; 33:carboxylic acid; 48:alkane,False,True,[],,[3],3:Perfluoroalkyl dicarboxylic acids,O=C(O)C(F)(F)C(C(F)(F)C(=O)O)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,C12H2F20O4
107,41,Specificity test for group 41,"[41, 48, 49]",41:ethene; 48:alkane; 49:alkene,"[19, 41, 48, 49]",19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C(F)=C(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C12H4F22
107,41,Specificity test for group 41,"[41, 48, 49]",41:ethene; 48:alkane; 49:alkene,"[19, 41, 48, 49]",19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C(F)=C(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C12H4F22
109,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,O=C(OCC(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)F,C12H4F22O2
110,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2O1,C12H3F13O2
110,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2O1,C12H3F13O2
110,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2O1,C12H3F13O2
110,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2O1,C12H3F13O2
110,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2O1,C12H3F13O2
115,46,Specificity test for group 46,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2O1,C12H3F13O2
116,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)cc2O1,C12H3F13O2
117,19,Specificity test for group 19,"[41, 48, 49]",41:ethene; 48:alkane; 49:alkene,"[19, 41, 48, 49]",19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C=C(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C12H5F21
117,19,Specificity test for group 19,"[41, 48, 49]",41:ethene; 48:alkane; 49:alkene,"[19, 41, 48, 49]",19:Hydrofluoroolefins; 41:ethene; 48:alkane; 49:alkene,False,True,[],,[19],19:Hydrofluoroolefins,[H]C(F)(F)C(C=C(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C12H5F21
119,22,Specificity test for group 22,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
119,22,Specificity test for group 22,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
119,22,Specificity test for group 22,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
119,22,Specificity test for group 22,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,"[22, 31, 46, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
123,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
123,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
123,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
123,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C12H4F12O2
127,45,Specificity test for group 45,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(C(F)(F)c1ccccn1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C12H4F15N
128,32,Specificity test for group 32,"[32, 48]",32:ester; 48:alkane,"[32, 48]",32:ester; 48:alkane,True,True,[],,[],,[H]C(F)(F)C(COC(=O)C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C12H6F20O2
129,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(c1ccccc1)C(F)(F)F,C12H5F13
130,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)c1ccccc1,C12H5F13
